team_one_win,duration,type,team_one_barons,team_two_barons,team_one_dragons,team_two_dragons,team_one_rift_heralds,team_two_rift_heralds,team_one_first_baron,team_one_first_blood,team_one_first_dragon,team_one_first_inhibitor,team_one_first_rift_herald,team_one_first_tower,team_one_assists,team_two_assists,team_one_level,team_two_level,team_one_kills,team_two_kills,team_one_obj_damage,team_two_obj_damage,team_one_deaths,team_two_deaths,team_one_gold,team_two_gold,team_one_double_kills,team_two_double_kills,team_one_damage,team_two_damage,team_one_enemy_monsters_killed,team_two_enemy_monsters_killed,team_one_cc_time,team_two_cc_time,team_one_healing,team_two_healing,team_one_champ_damage,team_two_champ_damage,team_one_cs,team_two_cs,team_one_vision_score,team_two_vision_score,team_one_top_avg_cs_diff,team_one_jungle_avg_cs_diff,team_one_mid_avg_cs_diff,team_one_bot_avg_cs_diff,team_one_top_avg_dmg_taken_diff,team_one_jungle_avg_dmg_taken_diff,team_one_mid_avg_dmg_taken_diff,team_one_bot_avg_dmg_taken_diff,team_one_top_avg_xp_diff,team_one_jungle_avg_xp_diff,team_one_mid_avg_xp_diff,team_one_bot_avg_xp_diff,team_one_top_champ,team_one_jungle_champ,team_one_mid_champ,team_one_bot_champ,team_one_top_champ_diff,team_one_jungle_champ_diff,team_one_mid_champ_diff,team_one_bot_champ_diff,team_one_top_champ_type,team_one_jungle_champ_type,team_one_mid_champ_type,team_one_bot_champ_type,team_two_top_champ,team_two_jungle_champ,team_two_mid_champ,team_two_bot_champ,team_two_top_champ_diff,team_two_jungle_champ_diff,team_two_mid_champ_diff,team_two_bot_champ_diff,team_two_top_champ_type,team_two_jungle_champ_type,team_two_mid_champ_type,team_two_bot_champ_type
0,1546,CLASSIC,0,0,0,3,0,2,0,1,0,0,0,0,13,35,57,62,12,24,5950,59793,24,12,36070,44038,0,0,306699,426582,12,23,33,54,19207,17559,37043,58091,386,458,76,122,-1.7999999999999998,-0.6499999999999999,0.0,0.0,19.15,57.79999999999998,0.0,0.0,-24.900000000000034,-19.3,0.0,0.0,Sona,Evelynn,Kennen,Thresh,4,10,4,7,Support,Assassin,Mage,Support,Teemo,Khazix,Ziggs,Lucian,6,6,4,6,Marksman,Assassin,Mage,Marksman
0,1862,CLASSIC,1,1,2,2,2,0,1,1,1,0,1,1,83,69,70,73,36,33,49630,70828,33,36,55423,59000,6,4,492594,519032,8,17,168,149,22972,26982,96224,95630,441,515,132,116,-1.7000000000000002,0.03333333333333332,-0.8333333333333335,0.4666666666666664,-212.36666666666667,165.3,-357.0333333333333,-61.833333333333314,-63.13333333333333,78.76666666666667,-20.19999999999999,23.366666666666692,Riven,Rammus,Karma,Lucian,8,5,5,6,Fighter,Tank,Mage,Marksman,Sett,Alistar,Ekko,Blitzcrank,2,7,8,4,Fighter,Tank,Assassin,Tank
1,1519,CLASSIC,0,0,2,0,2,0,0,0,1,0,1,1,36,28,67,62,32,20,42642,13071,20,34,47932,41363,4,3,423274,360958,8,0,64,76,19641,17638,68343,56241,477,445,75,60,1.0,-0.35,0.7500000000000002,-0.4000000000000001,96.85000000000002,-248.25,-192.50000000000003,-264.45,33.45,-58.20000000000001,13.25,80.14999999999995,Yasuo,Amumu,Zed,KogMaw,10,3,7,6,Fighter,Tank,Assassin,Marksman,Teemo,Karthus,Yone,Twitch,6,7,8,6,Marksman,Mage,Assassin,Marksman
1,1254,CLASSIC,0,0,2,1,1,1,0,1,0,0,0,0,28,18,59,54,26,15,36013,23662,15,26,40817,35186,1,1,369157,342507,24,9,89,72,14420,15504,47084,33833,402,433,67,80,0.0,-0.04999999999999993,0.0,-0.85,0.0,146.35000000000005,0.0,-472.9500000000001,0.0,191.85,0.0,-18.0,Riven,LeeSin,Malzahar,MissFortune,8,6,6,1,Fighter,Fighter,Mage,Marksman,,Graves,Viego,Leona,0,3,5,4,,Marksman,Assassin,Tank
0,2461,CLASSIC,1,0,4,1,0,1,1,1,1,1,0,1,87,77,84,88,46,46,70532,62416,46,47,74323,78478,10,4,858954,841201,13,20,193,186,56832,49126,168828,142382,656,643,195,167,0.0,-0.6500000000000001,1.2625,-1.225,0.0,-184.925,70.89999999999995,-692.0250000000002,0.0,-170.2,78.65,-42.35000000000003,,Pantheon,Malphite,KogMaw,0,4,2,6,,Fighter,Tank,Marksman,,Shaco,Zyra,Warwick,0,9,7,3,,Assassin,Mage,Fighter
0,2051,CLASSIC,0,1,4,1,2,0,0,1,1,0,1,1,44,64,72,79,32,39,67806,53733,39,32,58816,63486,4,1,680580,641541,30,34,148,307,46590,51686,103623,113945,568,484,90,106,0.0,0.0,1.5,0.4666666666666668,0.0,0.0,-69.20000000000002,404.83333333333326,0.0,0.0,77.7,-82.16666666666674,Tristana,Khazix,Yasuo,Caitlyn,4,6,10,6,Marksman,Assassin,Fighter,Marksman,,Volibear,Nocturne,Sona,0,3,4,4,,Fighter,Assassin,Support
0,2376,CLASSIC,1,0,0,5,2,0,1,0,0,1,1,1,30,71,83,87,35,60,66521,69629,60,36,69473,78736,2,7,786174,929358,19,27,130,180,52703,77301,135418,166776,638,715,127,151,0.0,0.0,-2.125,2.9250000000000007,0.0,0.0,313.12500000000006,-65.24999999999997,0.0,0.0,-216.05,-20.299999999999986,,Kayn,XinZhao,Thresh,0,8,2,7,,Fighter,Fighter,Support,Urgot,DrMundo,Zoe,MissFortune,8,5,5,1,Fighter,Fighter,Mage,Marksman
0,2677,CLASSIC,0,1,3,4,1,1,0,0,1,0,1,0,49,73,86,89,32,46,62521,88534,46,32,74862,82666,1,5,1062667,990369,8,35,178,202,33493,52920,111741,137185,872,697,206,231,1.5,0.4500000000000001,0.8749999999999999,0.325,15.450000000000005,-78.27499999999998,280.3,266.075,75.47499999999998,-98.3,46.72499999999999,-27.749999999999986,Garen,Viego,Galio,Caitlyn,5,5,5,6,Fighter,Assassin,Tank,Marksman,MonkeyKing,Udyr,Qiyana,Lux,3,7,8,5,Fighter,Fighter,Assassin,Mage
1,3080,CLASSIC,1,2,4,4,0,1,0,1,1,0,0,0,90,71,90,89,70,54,66567,91211,54,70,95290,91044,6,8,1049279,1018297,36,46,169,150,56170,67353,232631,195399,701,686,199,216,0.0,0.0,-0.875,3.3375000000000004,0.0,0.0,57.775,-217.825,0.0,0.0,-7.725000000000008,195.825,,LeeSin,Leblanc,Xerath,0,6,9,8,,Fighter,Assassin,Mage,Jax,MasterYi,Lucian,Seraphine,5,4,6,0,Fighter,Assassin,Marksman,Mage
0,1011,CLASSIC,0,0,0,1,0,1,0,1,0,0,0,1,8,13,44,48,13,12,8931,19629,12,13,26491,26808,0,1,187435,188850,4,11,90,42,12857,9829,20270,24377,266,236,33,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1549,CLASSIC,1,0,4,0,2,0,1,1,1,1,1,1,41,27,65,62,30,25,72830,20264,25,30,52383,42311,1,3,470756,383153,17,5,88,79,38607,22173,72831,68975,420,364,76,60,0.0,0.6499999999999999,1.5,0.0,0.0,-264.35,104.15,0.0,0.0,120.85,-8.050000000000026,0.0,Ornn,MasterYi,Jhin,Senna,5,4,6,7,Tank,Assassin,Marksman,Marksman,Jax,Trundle,Nidalee,Seraphine,5,5,8,0,Fighter,Fighter,Assassin,Mage
1,1592,CLASSIC,0,0,1,1,1,1,0,0,0,0,0,0,42,33,65,64,30,26,28920,21192,26,32,46997,43937,3,1,390307,407580,0,0,117,53,19468,16347,74927,61421,429,436,110,71,-2.6999999999999997,0.45,-0.4499999999999997,2.9000000000000004,-302.49999999999994,-115.64999999999998,239.65,-310.25000000000006,-87.25000000000001,4.950000000000003,-64.85000000000002,170.1,Olaf,Fiddlesticks,Thresh,Veigar,3,9,7,7,Fighter,Mage,Support,Mage,Illaoi,Ekko,Lux,Sett,4,8,5,2,Fighter,Assassin,Mage,Fighter
1,954,CLASSIC,0,0,1,0,1,0,0,1,1,0,1,1,23,6,49,41,21,5,27168,4578,6,21,34290,20663,1,0,242576,177190,4,0,42,46,11409,10467,37147,18756,322,193,49,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,2086,CLASSIC,2,0,2,3,1,1,1,1,0,1,1,1,50,40,81,77,29,17,82058,53161,17,29,68394,57181,3,1,868297,737306,12,0,91,153,46432,46811,98784,99796,778,699,160,218,0.0,0.4000000000000001,0.0,1.6000000000000003,0.0,423.66666666666674,0.0,7.6666666666666865,0.0,200.9,0.0,125.4333333333333,Renekton,Udyr,Kayle,Ezreal,3,7,7,7,Fighter,Fighter,Fighter,Marksman,Sylas,Graves,,Senna,5,3,0,7,Mage,Marksman,,Marksman
0,2154,CLASSIC,0,2,2,3,0,0,0,1,0,0,0,1,54,63,76,85,37,38,37049,75305,38,37,63694,74499,3,4,733957,841461,15,6,135,135,39601,61802,120025,118163,689,737,227,211,-0.7000000000000001,-0.875,-1.525,0.8750000000000003,-15.175000000000017,-41.52499999999992,-215.4,-174.52500000000003,-39.35,-216.975,-183.15,-208.35,Gragas,Viego,Zed,MissFortune,5,5,7,1,Fighter,Assassin,Assassin,Marksman,Quinn,Udyr,Ekko,Sona,5,7,8,4,Marksman,Fighter,Assassin,Support
0,1452,CLASSIC,0,1,1,3,0,2,0,1,1,0,0,1,17,29,57,64,11,15,20395,70522,16,11,37575,43121,1,2,432623,461184,20,23,118,69,20564,27504,40251,44692,469,523,109,125,-2.0,-0.3,0.15000000000000036,-0.8999999999999999,371.15,139.0,-164.29999999999995,-163.50000000000006,-111.65000000000003,-117.00000000000004,-37.20000000000003,-0.2999999999999261,Riven,Pantheon,Galio,Bard,8,4,5,9,Fighter,Fighter,Tank,Support,Malphite,Nidalee,Yone,Thresh,2,8,8,7,Tank,Assassin,Assassin,Support
0,1769,CLASSIC,0,1,0,5,1,1,0,0,0,0,1,1,34,51,67,76,22,42,40175,83205,42,22,50133,63429,0,6,508099,656803,1,27,103,109,33539,35454,60476,94854,577,619,153,212,0.0,0.0,0.0,-2.85,0.0,0.0,0.0,72.75000000000007,0.0,0.0,0.0,-61.49999999999997,,Nunu,Ahri,Aphelios,0,4,5,10,,Tank,Mage,Marksman,,Khazix,Viego,Kaisa,0,6,5,6,,Assassin,Assassin,Marksman
0,1619,CLASSIC,0,1,0,3,0,1,0,1,0,0,0,0,26,60,66,77,17,39,12558,70261,39,18,45171,61022,1,6,487150,632455,0,17,95,106,15029,52008,69562,103516,553,613,99,166,-0.9500000000000002,-0.25,-0.1499999999999999,-0.8999999999999999,246.05,-220.40000000000003,173.04999999999995,111.85000000000004,-27.249999999999986,-93.20000000000002,-35.100000000000016,-286.94999999999993,Sion,Ekko,Garen,Ezreal,5,8,5,7,Tank,Assassin,Fighter,Marksman,Gragas,Hecarim,Zed,Kaisa,5,6,7,6,Fighter,Fighter,Assassin,Marksman
0,1707,CLASSIC,0,1,2,2,2,0,0,1,1,0,1,1,25,50,66,74,17,28,51490,57114,28,17,47950,56066,1,2,561221,672775,8,16,80,176,48596,39634,63332,95815,596,586,136,186,0.0,0.35,0.0,0.7999999999999998,0.0,8.250000000000043,0.0,151.99999999999997,0.0,-5.200000000000003,0.0,-43.649999999999984,,DrMundo,Tryndamere,Rell,0,5,5,0,,Fighter,Fighter,Tank,Gnar,Ekko,Chogath,Bard,8,8,5,9,Fighter,Assassin,Tank,Support
0,2083,CLASSIC,0,1,2,4,2,0,0,1,1,0,1,0,57,81,78,82,27,41,49338,69107,41,28,59667,68195,0,7,744007,760341,9,40,98,154,54127,53739,106302,141985,692,633,196,200,-0.4666666666666668,0.0,-0.9,0.0,135.76666666666668,0.0,-289.1333333333334,0.0,-44.53333333333335,0.0,-113.09999999999998,0.0,MonkeyKing,Olaf,Seraphine,Bard,3,3,0,9,Fighter,Fighter,Mage,Support,Swain,Shaco,Akali,Varus,8,9,7,2,Mage,Assassin,Assassin,Marksman
1,1766,CLASSIC,0,0,4,1,1,0,0,1,1,1,1,1,50,41,74,69,35,25,73720,16933,25,35,59929,51165,5,3,694533,519118,21,12,101,121,40497,34384,103147,84403,595,584,164,158,-1.0000000000000004,0.7000000000000001,-0.7999999999999998,-0.05000000000000026,110.49999999999996,-31.450000000000077,240.45,-109.54999999999997,18.400000000000006,55.5,-79.79999999999997,85.14999999999998,Garen,Karthus,Yone,Bard,5,7,8,9,Fighter,Mage,Assassin,Support,Gnar,Khazix,Viktor,Jhin,8,6,9,6,Fighter,Assassin,Mage,Marksman
1,1823,CLASSIC,0,1,3,2,0,0,0,1,1,1,0,1,70,40,74,74,35,28,54171,53298,28,35,60905,57598,5,4,611699,672893,20,11,103,174,56027,35847,94210,110510,595,604,170,147,-0.8999999999999999,1.2333333333333334,-0.8666666666666673,0.033333333333333666,275.2333333333334,56.03333333333328,-189.9,99.39999999999996,-46.80000000000001,78.10000000000005,-51.99999999999999,-56.4,Warwick,Graves,TwistedFate,Gragas,3,3,9,5,Fighter,Marksman,Mage,Fighter,Gnar,Lillia,Yone,Bard,8,8,8,9,Fighter,Fighter,Assassin,Support
1,1541,CLASSIC,1,0,3,1,1,0,1,1,1,1,1,1,47,24,68,62,27,13,71679,26376,13,27,51119,44219,3,0,502030,776123,16,12,67,79,32246,19653,64739,47026,568,602,142,143,-2.75,0.85,0.19999999999999973,1.1999999999999995,-81.05000000000003,506.25,-140.9,-298.99999999999994,49.95000000000002,-74.74999999999999,-10.799999999999995,69.19999999999999,Camille,Gragas,Lucian,Kaisa,4,5,6,6,Fighter,Fighter,Marksman,Marksman,Irelia,Ivern,Viego,Tristana,5,7,5,4,Fighter,Support,Assassin,Marksman
0,911,CLASSIC,0,0,1,1,1,0,0,1,1,0,1,1,6,19,42,48,6,22,16072,14355,22,6,24182,29422,0,0,206997,434951,2,12,26,34,8195,7773,21904,30318,334,315,34,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1513,CLASSIC,0,1,1,3,1,1,0,0,1,0,1,1,11,57,60,69,13,26,23613,61984,26,13,40572,51111,0,3,397528,502048,12,17,89,55,27029,30580,57923,63515,512,532,157,128,0.3500000000000003,0.04999999999999996,-1.2000000000000002,-0.5499999999999998,-307.5499999999999,-70.30000000000001,271.0,-46.00000000000002,-79.39999999999998,-47.6,-59.25000000000002,-94.59999999999998,Darius,Fiddlesticks,Katarina,Bard,2,9,8,9,Fighter,Mage,Assassin,Support,Kled,Olaf,Seraphine,MissFortune,7,3,0,1,Fighter,Fighter,Mage,Marksman
1,1714,CLASSIC,1,0,2,2,1,1,1,1,1,1,0,1,62,51,77,71,35,31,77369,44506,31,35,61838,53174,4,3,658578,526125,34,4,93,86,51909,23692,95401,89797,561,607,157,150,-0.7999999999999996,-0.10000000000000003,-0.55,-0.3500000000000005,159.0,199.35000000000008,-111.94999999999996,126.99999999999996,25.599999999999994,118.89999999999998,-26.8,14.249999999999929,DrMundo,Rengar,Ahri,Kaisa,5,8,5,6,Fighter,Assassin,Mage,Marksman,Ornn,Khazix,Brand,Thresh,5,6,4,7,Tank,Assassin,Mage,Support
1,1403,CLASSIC,1,0,2,1,2,0,1,0,0,1,1,0,35,24,63,58,28,17,70407,16471,17,28,50012,39156,3,0,448961,392379,4,16,70,49,25957,16964,62361,47709,490,459,144,135,-0.7000000000000002,0.05000000000000005,1.9,1.0499999999999996,189.1,33.69999999999996,-428.65,-130.55000000000007,-110.84999999999997,66.1,57.79999999999997,57.00000000000003,Urgot,Khazix,Zoe,Jhin,8,6,5,6,Fighter,Assassin,Mage,Marksman,Jax,Taliyah,Pantheon,Bard,5,5,4,9,Fighter,Mage,Fighter,Support
1,1119,CLASSIC,0,0,1,1,1,0,0,1,0,0,1,1,18,12,56,50,21,9,37129,10731,9,21,37695,29778,3,0,318174,281754,24,0,35,43,20406,13085,33643,29602,412,419,73,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1743,CLASSIC,1,0,3,0,1,0,1,0,1,1,1,0,36,16,74,69,26,15,64899,19830,15,26,56113,48272,3,0,698056,613330,14,16,75,121,39706,25407,71091,72660,674,645,169,126,0.0,0.0,1.6999999999999995,1.5000000000000004,0.0,0.0,-181.75,437.59999999999985,0.0,0.0,210.6,103.40000000000002,,Volibear,Yone,Bard,0,3,8,9,,Fighter,Assassin,Support,Yorick,RekSai,Zoe,Maokai,6,3,5,3,Fighter,Fighter,Mage,Tank
0,2017,CLASSIC,0,2,0,5,0,1,0,1,0,0,0,0,40,54,79,84,27,32,26883,100933,32,27,60899,69428,1,2,722699,793117,5,40,188,101,24702,46486,109662,98796,754,690,176,223,1.3999999999999997,2.1,-2.1,1.533333333333334,-430.4666666666667,-284.26666666666665,-79.33333333333333,46.56666666666667,20.399999999999988,33.73333333333333,-97.53333333333336,-100.7666666666667,Riven,Urgot,Xerath,Jhin,8,8,8,6,Fighter,Fighter,Mage,Marksman,Chogath,Shyvana,Lucian,Bard,5,4,6,9,Tank,Fighter,Marksman,Support
1,1250,CLASSIC,0,0,3,0,1,0,0,1,1,0,1,1,42,16,61,56,29,11,44844,3795,11,29,43613,34335,3,0,359787,328668,10,12,98,71,21909,17544,55975,47183,455,431,93,81,-2.25,0.05000000000000002,1.15,1.8000000000000005,-31.89999999999999,-249.35,239.4,37.450000000000045,-30.300000000000008,21.499999999999986,127.0,103.09999999999997,Shen,Skarner,Sylas,Vayne,4,5,5,8,Tank,Fighter,Mage,Marksman,Garen,Evelynn,Zed,Kaisa,5,10,7,6,Fighter,Assassin,Assassin,Marksman
1,1631,CLASSIC,1,0,1,3,0,1,1,0,0,1,0,1,63,46,69,65,28,26,45787,46593,26,28,55207,49304,6,1,529570,489428,12,0,106,106,35938,37933,83576,72942,502,560,180,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kayle,Olaf,,Samira,7,3,0,6,Fighter,Fighter,,Marksman,Shen,Nunu,Ekko,Thresh,4,4,8,7,Tank,Tank,Assassin,Support
0,1606,CLASSIC,0,1,2,2,1,0,0,0,0,0,1,0,27,55,64,74,24,47,38631,61442,47,25,48787,60749,2,3,474629,603105,30,46,74,89,34873,44707,79449,106869,533,523,89,167,-2.1500000000000004,0.04999999999999999,-0.7000000000000002,4.0,280.25,-4.149999999999992,246.4,6.049999999999982,-94.85,-52.95,-87.14999999999998,-60.75,Fiora,Kayn,Irelia,Pantheon,3,8,5,4,Fighter,Fighter,Fighter,Fighter,Lucian,Hecarim,Yone,Cassiopeia,6,6,8,10,Marksman,Fighter,Assassin,Mage
1,1237,CLASSIC,0,0,3,0,1,0,0,1,1,0,1,1,40,18,60,55,32,13,43347,4316,13,32,45860,34259,5,0,416472,296332,24,2,59,69,21595,13383,57179,42991,453,472,121,69,0.0,0.2,0.0,-1.2999999999999998,0.0,-167.65000000000003,0.0,-344.44999999999993,0.0,27.95000000000001,0.0,181.2,Jax,JarvanIV,,Bard,5,5,0,9,Fighter,Tank,,Support,MonkeyKing,Hecarim,Orianna,MissFortune,3,6,7,1,Fighter,Fighter,Mage,Marksman
0,1292,CLASSIC,0,1,1,2,0,2,0,0,1,0,0,0,24,47,59,64,16,30,13796,65076,30,16,38079,49557,0,7,331286,429223,0,20,55,77,13983,23223,43613,59234,487,462,67,120,-2.8999999999999995,0.55,0.0,0.0,442.25,-284.25,0.0,0.0,-125.54999999999998,-9.350000000000009,0.0,0.0,Kled,Elise,Yone,Thresh,7,9,8,7,Fighter,Mage,Assassin,Support,Katarina,Ekko,Bard,,8,8,9,0,Assassin,Assassin,Support,
1,1309,CLASSIC,1,0,1,1,0,0,1,0,1,0,0,1,52,24,63,56,38,16,43079,15533,16,38,51235,38041,7,2,437979,358731,21,0,100,44,22739,14007,63209,49089,447,468,102,79,-2.4000000000000004,0.2,0.09999999999999998,1.0999999999999996,-30.0,246.1,-168.84999999999997,-174.00000000000009,-23.749999999999986,207.45,27.249999999999986,51.29999999999996,Nasus,Kayn,Malzahar,Morgana,6,8,6,1,Fighter,Fighter,Mage,Mage,Vayne,Elise,Lucian,Kaisa,8,9,6,6,Marksman,Mage,Marksman,Marksman
0,1231,CLASSIC,0,0,0,3,0,0,0,0,0,0,0,1,6,26,52,60,8,25,9349,31207,25,8,32903,41192,0,0,310047,374465,11,18,53,85,11607,21796,31154,45751,442,491,63,111,0.0,2.7,0.0,0.6499999999999999,0.0,364.2000000000001,0.0,-121.89999999999992,0.0,6.349999999999994,0.0,-63.29999999999993,Rengar,Kayn,Garen,Kaisa,8,8,5,6,Assassin,Fighter,Fighter,Marksman,Zed,Elise,,Vayne,7,9,0,8,Assassin,Mage,,Marksman
0,1639,CLASSIC,0,1,0,4,0,2,0,1,0,0,0,0,25,31,65,70,17,26,14031,91404,26,17,44268,55333,0,0,468710,638963,7,41,75,90,26144,38418,59024,72838,564,576,98,163,-2.05,1.0499999999999998,1.8,-3.1500000000000004,29.150000000000052,-224.2,39.65000000000003,110.95,-182.7,38.49999999999999,57.600000000000016,-195.04999999999995,Riven,Khazix,Fizz,Lulu,8,6,6,5,Fighter,Assassin,Assassin,Support,Renekton,Ekko,Leblanc,Bard,3,8,9,9,Fighter,Assassin,Assassin,Support
0,1681,CLASSIC,0,1,0,4,2,0,0,0,0,0,1,1,40,60,64,74,24,37,43276,59292,37,24,48896,59380,5,6,491803,523765,0,12,129,120,29613,68827,84443,80139,514,504,118,175,0.0,0.0,3.0,0.5999999999999999,0.0,0.0,-35.549999999999976,-192.1,0.0,0.0,52.54999999999997,-42.60000000000001,Gangplank,Ekko,Yasuo,Caitlyn,9,8,10,6,Fighter,Assassin,Fighter,Marksman,,Zac,Katarina,Ashe,0,8,8,4,,Tank,Assassin,Marksman
0,1757,CLASSIC,1,0,2,2,2,0,1,0,1,0,1,1,39,65,70,71,24,27,53082,63062,27,24,53167,57669,2,4,566604,604101,12,20,107,55,39058,27193,71041,85079,556,634,155,168,-2.8000000000000007,0.45,-2.5,-0.10000000000000052,172.0,179.25000000000009,89.45,-142.3999999999999,-85.0,19.349999999999994,-132.25,56.44999999999993,Gragas,Hecarim,Tristana,Jhin,5,6,4,6,Fighter,Fighter,Marksman,Marksman,Lucian,Khazix,Ezreal,Rakan,6,6,7,5,Marksman,Assassin,Marksman,Support
0,1865,CLASSIC,0,2,3,2,1,1,0,0,0,0,0,0,43,70,72,80,24,40,43814,83999,40,24,55465,65758,2,8,613615,725019,13,20,69,102,46180,42878,92200,110049,583,623,204,172,0.0,0.0,-0.3666666666666665,-0.8666666666666668,0.0,0.0,296.3666666666666,243.2333333333333,0.0,0.0,-27.866666666666664,-170.5666666666667,,Khazix,Rumble,Draven,0,6,10,8,,Assassin,Fighter,Marksman,Sylas,Olaf,Lucian,Thresh,5,3,6,7,Mage,Fighter,Marksman,Support
1,1368,CLASSIC,0,0,2,1,1,0,0,1,0,1,1,1,35,21,65,59,27,14,51027,15374,14,27,47902,38329,4,0,496642,364709,38,5,82,58,26369,13542,60495,41360,504,523,136,79,0.0,0.55,-0.4750000000000001,-1.2499999999999996,0.0,171.8,-44.37499999999998,-469.85,0.0,144.60000000000005,47.59999999999997,42.15000000000001,,Kayn,Ryze,Bard,0,8,7,9,,Fighter,Mage,Support,,Khazix,Lux,Kaisa,0,6,5,6,,Assassin,Mage,Marksman
0,1354,CLASSIC,0,1,0,3,0,1,0,0,0,0,0,0,17,36,56,63,11,28,12128,59671,28,11,35410,49068,0,2,335402,455839,4,26,49,88,14932,36958,41078,53216,448,490,69,133,-1.2999999999999998,-0.35000000000000003,0.0,0.0,77.40000000000002,-271.55,0.0,0.0,-125.05,-14.600000000000026,0.0,0.0,Pantheon,Elise,Ahri,Ezreal,4,9,5,7,Fighter,Mage,Mage,Marksman,Riven,Nunu,,Bard,8,4,0,9,Fighter,Tank,,Support
0,1227,CLASSIC,0,0,0,3,1,0,0,1,0,0,1,0,12,29,54,61,9,25,14168,38361,25,9,33290,41371,0,4,311161,373899,15,31,48,71,12937,31199,35059,50618,448,435,69,105,0.34999999999999964,-0.24999999999999994,-1.4500000000000002,1.3500000000000003,316.1,-490.4,75.64999999999998,165.10000000000014,-158.89999999999995,-184.1,-106.65,-82.89999999999998,Kled,Shaco,Zoe,Samira,7,9,5,6,Fighter,Assassin,Mage,Marksman,Poppy,Hecarim,Sylas,Bard,6,6,5,9,Tank,Fighter,Mage,Support
1,2584,CLASSIC,2,1,4,2,0,2,1,1,1,0,0,0,73,77,88,85,33,29,82209,69973,29,33,81793,73981,4,4,1083311,900985,17,9,209,334,82978,61387,151522,149236,913,699,270,290,0.0,0.0,3.4000000000000004,0.17500000000000016,0.0,0.0,149.375,193.275,0.0,0.0,128.47500000000002,-42.90000000000001,,Aatrox,Yasuo,Draven,0,4,10,8,,Fighter,Fighter,Marksman,Chogath,Elise,Zoe,Jhin,5,9,5,6,Tank,Mage,Mage,Marksman
0,1803,CLASSIC,0,1,3,1,2,0,0,0,0,1,1,0,44,37,74,76,32,28,57837,50317,28,32,56457,58594,2,2,608267,663527,28,15,130,106,34547,38886,79050,84683,583,690,166,160,0.5,-0.6,-2.9,-0.5666666666666663,-175.13333333333333,133.3666666666667,60.49999999999995,-47.99999999999999,-18.000000000000004,-38.06666666666667,-59.33333333333334,-31.46666666666668,Riven,Fiddlesticks,Camille,Jhin,8,9,4,6,Fighter,Mage,Fighter,Marksman,Fiora,Elise,Yasuo,Swain,3,9,10,8,Fighter,Mage,Fighter,Mage
0,1451,CLASSIC,0,0,1,2,1,1,0,0,0,0,1,0,15,46,59,66,10,28,26597,43708,28,10,37808,47643,0,2,403384,461970,5,12,108,62,23633,28373,51119,66060,513,537,98,106,0.0,0.0,-2.05,0.9000000000000001,0.0,0.0,48.74999999999997,362.09999999999985,0.0,0.0,-171.75,-61.29999999999998,,Riven,Swain,Jhin,0,8,8,6,,Fighter,Mage,Marksman,Aatrox,LeeSin,Fizz,Seraphine,4,6,6,0,Fighter,Fighter,Assassin,Mage
1,1629,CLASSIC,1,0,3,1,1,1,1,1,1,1,0,0,50,21,73,64,32,16,68291,38654,16,32,55974,44141,3,2,563351,491519,14,4,107,119,46522,27727,78278,77331,583,533,143,126,-0.3999999999999999,0.5,0.8,1.95,7.949999999999946,-119.65000000000003,689.7,-150.00000000000006,-55.24999999999999,48.70000000000002,133.05,95.45,Volibear,Nunu,Ekko,Lucian,3,4,8,6,Fighter,Tank,Assassin,Marksman,Swain,Hecarim,Ziggs,Bard,8,6,4,9,Mage,Fighter,Mage,Support
1,2038,CLASSIC,1,0,3,2,1,0,1,0,0,1,1,0,86,47,82,71,53,30,81460,36082,30,53,72130,58453,7,4,767118,596309,41,4,127,168,59955,61388,144002,101295,545,598,231,132,0.0,0.0,-0.7333333333333331,1.2333333333333334,0.0,0.0,-551.2666666666668,-283.23333333333335,0.0,0.0,95.0,302.2000000000001,,Khazix,Zoe,Caitlyn,0,6,5,6,,Assassin,Mage,Marksman,Jayce,LeeSin,Cassiopeia,Jhin,7,6,10,6,Fighter,Fighter,Mage,Marksman
1,1840,CLASSIC,1,0,2,2,1,0,1,1,0,1,1,1,45,46,84,76,35,24,73905,21983,24,35,67334,56022,3,2,829133,617829,48,11,77,91,47253,21250,95741,81088,762,750,207,152,1.166666666666667,0.0,1.1,0.0,-151.13333333333333,0.0,70.33333333333331,0.0,62.76666666666665,0.0,142.53333333333333,0.0,Jayce,Lillia,Gragas,Bard,7,8,5,9,Fighter,Fighter,Fighter,Support,Gangplank,Vayne,Velkoz,Thresh,9,8,8,7,Fighter,Marksman,Mage,Support
